Site,Lab ID,Field ID ,Field Date,Reach,Transect,Source of Production,Method,Life Stage,Order,Family,Genus,Common Name ,Functional Group ,Length ,a ,b ,Weight,ID Date,Processor,QA/QC,Notes
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,5,0.002,3.011,0.254465365,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,3,0.0065,2.724,0.129596017,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,3,0.002,3.011,0.054656535,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Megaloptera,Sialidae,NA,Alderfly,Predator,5,0.0037,2.753,0.310789363,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Arachnida,Hydrachnidia,NA,Water mite,Predator,1,0.132655465,1.66,0.132655465,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Trichoptera,Hydropsychidae,NA,Net-spinner caddisfly,Collector-Filterer,2,0.0046,2.926,0.034960014,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Leptophlebiidae,Neoleptophlebia,Prong-gilled mayfly,Collector-Gatherer,3,0.0047,2.686,0.089876375,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,,,NA,,,2,,,0,2.12.2026,NB,MK,UNK
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Leptophlebiidae,Neoleptophlebia,Prong-gilled mayfly,Collector-Gatherer,4,0.0047,2.686,0.194639506,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Baetidae,Neoleptophlebia,Small-minnow mayfly,Collector-Gatherer,7,0.0053,2.875,1.425386807,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Coleoptera,Psephenidae,NA,Water penny,Scraper,2,0.0123,2.906,0.09219307,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Arachnida,Hydrachnidia,NA,Water mite,Predator,1,0.132655465,1.66,0.132655465,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Plecoptera,Perlidae,NA,Golden stonefly,Predator,4,0.0099,2.879,0.535754601,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Baetidae,Neoleptophlebia,Small-minnow mayfly,Collector-Gatherer,3,0.0053,2.875,0.124738201,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,4,0.0065,2.724,0.28374275,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Baetidae,Neoleptophlebia,Small-minnow mayfly,Collector-Gatherer,2,0.0053,2.875,0.038880971,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,2,0.0108,2.754,0.072855168,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Leptophlebiidae,Neoleptophlebia,Prong-gilled mayfly,Collector-Gatherer,5,0.0047,2.686,0.354430665,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,2,0.0108,2.754,0.072855168,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,3,0.0056,2.762,0.116411781,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Hemiptera,Aphididae ,NA,Aphid,Piercer-Herbivore,2,0.005,3.33,0.050280535,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Ephemerellidae,Drunella,Spiny crawler mayfly,Scraper,3,0.0103,2.676,0.194811102,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,5,0.0065,2.724,0.521083892,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,6,0.002,3.011,0.440598902,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Odonata,Libellulidae,NA,Common skimmer,Predator,1,0.0078,2.792,0.0078,2.12.2026,,MK,UNK
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Baetidae,Neoleptophlebia,Small-minnow mayfly,Collector-Gatherer,3,0.0053,2.875,0.124738201,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,6,0.002,3.011,0.440598902,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Trichoptera,Lepidostomatidae,NA,Case-maker caddisfly ,Shredder,4,0.0079,2.649,0.310802146,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Baetidae,Neoleptophlebia,Small-minnow mayfly,Collector-Gatherer,3,0.0053,2.875,0.124738201,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,2,0.002,3.011,0.01612246,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,6,0.002,3.011,0.440598902,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Baetidae,Neoleptophlebia,Small-minnow mayfly,Collector-Gatherer,3,0.0053,2.875,0.124738201,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,5,0.002,3.011,0.254465365,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Ephemeroptera,Baetidae,Neoleptophlebia,Small-minnow mayfly,Collector-Gatherer,3,0.0053,2.875,0.124738201,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,2,0.0338,2.162,0.151266776,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,2,0.0338,2.162,0.151266776,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,2,0.0074,2.879,0.054437363,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Trichoptera,Lepidostomatidae,NA,Case-maker caddisfly ,Shredder,3,0.0079,2.649,0.14505119,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Trichoptera,Lepidostomatidae,NA,Case-maker caddisfly ,Shredder,6,0.0079,2.649,0.909808005,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Nymph,Plecoptera,Perlidae,NA,Golden stonefly,Predator,6,0.0099,2.879,1.721601548,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Diptera,Ceratopogonidae,NA,Biting midge,Predator,2,0.1,1.57,0.296904714,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Hemiptera,Aphididae ,NA,Aphid,Piercer-Herbivore,1,0.005,3.33,0.005,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Diptera,Ceratopogonidae,NA,Biting midge,Predator,3,0.1,1.57,0.561151812,2.12.2026,MS,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Coleoptera,Psephenidae,NA,Water penny,Scraper,2,0.0123,2.906,0.09219307,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Annelida,Oligochaeta,NA,Aquatic earthworm,Collector-Gatherer,3,0.008,1.888,0.063664146,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,2,0.0074,2.879,0.054437363,2.12.2026,NB,MK,
FTC,1DRN3.10/9/2025,1DRN3,10.9.2025,1,3,Aquatic,Drift Net,Larvae,Diptera,Chironomidae,NA,Midge,Collector-Gatherer,3,0.005097526,2.32,0.065204979,2.12.2026,NB,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,2,0.0074,2.879,0.054437363,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,2,0.0074,2.879,0.054437363,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,2,0.0074,2.879,0.054437363,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,3,0.0074,2.879,0.174929805,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Annelida,Oligochaeta,NA,Aquatic earthworm,Collector-Gatherer,16,0.008,1.888,1.501303559,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Plecoptera,Perlidae,NA,Golden stonefly,Predator,4,0.0099,2.879,0.535754601,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Plecoptera,Perlidae,NA,Golden stonefly,Predator,5,0.0099,2.879,1.018520647,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,Midge,Collector-Gatherer,3,0.005097526,2.32,0.065204979,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,Midge,Collector-Gatherer,3,0.005097526,2.32,0.065204979,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Ceratopogonidae,NA,Biting midge,Predator,4,0.025,2.469,0.766348175,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,Midge,Collector-Gatherer,2,0.005097526,2.32,0.02545359,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Ephemeroptera,Baetidae,Neoleptophlebia,Small-minnow mayfly,Collector-Gatherer,1,0.0053,2.875,0.0053,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,3,0.0108,2.754,0.222543898,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Arachnida,Hydrachnidia,NA,Water mite,Predator,1,0.132655465,1.66,0.132655465,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Adult,Plecoptera,Peltoperlidae,NA,Roach-like stonefly,Shredder,4,0.017,2.737,0.755591594,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,11,0.0338,2.162,6.031254929,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Trichoptera,Hydropsychidae,NA,Net-spinner caddisfly,Collector-Filterer,4,0.0046,2.926,0.265696214,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,3,0.0074,2.879,0.174929805,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,7,0.0338,2.162,2.269962396,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,3,0.0108,2.754,0.222543898,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,3,0.0074,2.879,0.174929805,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,3,0.0108,2.754,0.222543898,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,3,0.0074,2.879,0.174929805,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle Beetle,Scraper,2,0.0074,2.879,0.054437363,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,2,0.0108,2.754,0.072855168,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Nematoda,NA,NA,Nematode,Parasite,12,0.0758,0.74,0.476719951,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,Midge,Collector-Gatherer,3,0.005097526,2.32,0.065204979,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,2,0.002,3.011,0.01612246,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Tipulidae,NA,Cranefly,Shredder,39,0.0029,2.681,53.46163165,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Tipulidae,NA,Cranefly,Shredder,17,0.0029,2.681,5.770740644,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Tipulidae,NA,Cranefly,Shredder,8,0.0029,2.681,0.764860535,2.12.2026,MS,MK,
FTC,2SUR1.10/9/2026,2SUR1,10.9.2025,2,1,Aquatic,Surber,Larvae,Diptera,Tipulidae,NA,Cranefly,Shredder,8,0.0029,2.681,0.764860535,2.12.2026,MS,MK,
FTC,1DRN1.7/2/2025,R1Driftnet1,7.2.2025,1,1,Aquatic,Drift Net,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,5,0.002,3.011,0.254465365,2.19.2026,BG,BG,
